序号,日期,标题,url,解读评论,媒体名称,分类,调性分,质量分,正负面,导入时间,发布时间,曝光,点击,CTR,位置
830,5.3,苹果被曝做全能型AR眼镜，可消费级市场真的准备好了吗？,http://view.inews.qq.com/a/20180503A0GO3200,1,钛媒体APP,科技,中,3,中,2018/5/3 14:51,2018/5/3 10:53,--,--,--,科技频道-精品池
831,5.3,上市新规铺路“同股不同权” 小米赴港欲“吃螃蟹”,http://view.inews.qq.com/a/20180503A0BA5H00,,中国网,科技,中,4,中,2018/5/3 14:51,2018/5/3 9:28,--,--,--,科技频道-精品池
832,5.3,手机厂商杀进消费金融，一号玩家小米会迎来怎样的对手？,http://view.inews.qq.com/a/20180503A0MJSM00,,雷锋网,科技,中,3,中,2018/5/3 14:51,2018/5/3 12:18,--,--,--,科技频道-精品池
833,5.3,亏损中造车，特斯拉Model 3的“生产地狱”究竟有几层？,http://view.inews.qq.com/a/20180503A0OFX700,,雷锋网,科技,中,3,中,2018/5/3 14:50,2018/5/3 13:05,--,--,--,科技频道-精品池
834,5.3,猝不及防 苹果iOS 11.3验证通道关闭：下个大招要来了？,http://view.inews.qq.com/a/20180503A0MUV000,,雷科技,数码,中,3,中,2018/5/3 14:01,2018/5/3 12:25,--,--,--,"数码频道-精品池,科技频道-精品池"
835,5.3,为什么说大数据杀熟是一种误解？,http://view.inews.qq.com/a/20180503A0EPD400,1,钛媒体APP,科技,中,3,中,2018/5/3 14:08,2018/5/3 10:20,--,--,--,"传媒频道-精品池,科技频道-精品池"
836,5.3,从易趣优步到比特币中国，跨国公司为何在华难成大业？,http://view.inews.qq.com/a/20180503A0EFLV00,,硅谷密探,科技,中,3,中,2018/5/3 14:47,2018/5/3 10:16,--,--,--,科技频道-精品池
837,5.3,特斯拉Q1亏10亿美元：预计Q2会盈利，每周生产5000辆车,http://view.inews.qq.com/a/20180503A0EOSY00,,36氪,科技,中,3,中,2018/5/3 10:29,2018/5/3 10:20,--,--,--,"股票频道-精品池,科技频道-精品池"
838,5.3,三星Note9配置曝光：超大电池+快充升级，价格上天？,http://view.inews.qq.com/a/20180503A0INQZ00,,雷科技,数码,中,3,中,2018/5/3 11:43,2018/5/3 11:23,--,--,--,"数码频道-精品池,科技频道-精品池"
839,5.3,斗鱼直播节3日累计游客52.18万人次 线上观众2.3亿人次,http://view.inews.qq.com/a/20180503A0IX6D00,,DoNews,科技,中,3,中,2018/5/3 14:45,2018/5/3 11:27,--,--,--,科技频道-精品池
840,5.3,自动驾驶递送机器人蹿红，是小打小闹还是真要改变世界？,http://view.inews.qq.com/a/20180503A0O96V00,,雷锋网,科技,中,3,中,2018/5/3 14:44,2018/5/3 13:00,--,--,--,科技频道-精品池
841,5.3,瞄准发展中国家，二手车销售电商获5800万美元B轮融资,http://view.inews.qq.com/a/20180503A0PAB400,,36氪,科技,中,3,中,2018/5/3 14:43,2018/5/3 13:26,--,--,--,科技频道-精品池
842,5.3,浏览器厂商正在下一盘大棋，自主芯片有救了？,http://view.inews.qq.com/a/20180503A0PFCO00,,浅黑科技,科技,中,3,中,2018/5/3 14:42,2018/5/3 13:30,--,--,--,科技频道-精品池
843,5.3,债务达94亿美元，特斯拉是如何融资烧钱的？,http://view.inews.qq.com/a/20180503A0PCZ400,,钛媒体APP,科技,中,3,中,2018/5/3 13:30,2018/5/3 13:28,--,--,--,"财经频道-精品池,股票频道-精品池,科技频道-精品池"
844,5.3,一组图看懂小米招股书：小米到底挣不挣钱，雷军又有多少话语权？,http://view.inews.qq.com/a/TEC2018050303686700,,腾讯科技,科技,高,4,中,2018/5/3 14:00,2018/5/3 13:59,--,--,--,"科技频道-精品池,Top频道-精品池"
845,5.3,中美线下零售都出现新扩张者，两者路径却大相径庭,http://view.inews.qq.com/a/20180503A0DG7E00,,钛媒体APP,科技,中,3,中,2018/5/3 14:41,2018/5/3 10:03,--,--,--,科技频道-精品池
846,5.3,1.1亿欧元，森马间接收购欧洲童装企业Kidiliz集团,http://view.inews.qq.com/a/20180503A0A9S900,,投资界,财经,中,3,中,2018/5/3 9:20,2018/5/3 9:10,--,--,--,"财经频道-精品池,科技频道-精品池"
847,5.3,《后来的我们》退票2千万元，退票率超常3倍，淘票票怒怼猫眼,http://view.inews.qq.com/a/20180503A0RJ1B00,,财经天下周刊,娱乐,中,3,中,2018/5/3 14:33,2018/5/3 14:16,--,--,--,"科技频道-精品池,成都地方站（城市）-精品池"
848,5.3,马云很忙！五一假期带35名高管赴以色列学习,http://view.inews.qq.com/a/20180503V0SA5M00,,,其他,中,3,中,2018/5/3 14:39,2018/5/3 14:35,--,--,--,科技频道-精品池
849,5.3,国产激光雷达厂商禾赛科技B轮融资2.5亿元，光速中国百度领投,http://view.inews.qq.com/a/20180503A08Q7M00,,量子位,科技,中,3,中,2018/5/3 14:39,2018/5/3 8:41,--,--,--,科技频道-精品池
850,5.3,小米创立八年终于迎来上市，雷军的18岁梦想还能继续吗？,http://view.inews.qq.com/a/20180503A0RB2F00,,AI财经社,科技,高,3,中,2018/5/3 14:24,2018/5/3 14:17,--,--,--,"股票频道-精品池,科技频道-精品池,财经频道-精品池,Top频道-精品池,清远地方站-精品池"
851,5.3,改变世界的15项专利：无人机、iPhone、GPS和蓝牙等,http://view.inews.qq.com/a/20180503A0MTU800,,36氪,科学,中,3,中,2018/5/3 14:37,2018/5/3 12:24,--,--,--,科技频道-精品池
852,5.3,短视频全面整改后，“刷新闻赚现金”App或面临监管,http://view.inews.qq.com/a/20180503A0MYP200,,36氪,科技,中,3,中,2018/5/3 14:08,2018/5/3 12:26,--,--,--,"传媒频道-精品池,科技频道-精品池"
853,5.3,用技术和保险代租房押金，LeaseLock获千万美元A轮融资,http://view.inews.qq.com/a/20180503A0N5WJ00,,36氪,科技,中,3,中,2018/5/3 14:28,2018/5/3 12:31,--,--,--,"房产频道-精品池,科技频道-精品池"
854,5.3,3亿美元只是开始 人人车到底赢在哪里？,http://view.inews.qq.com/a/20180503A0N6TS00,1,长庚小报,科技,中,3,中,2018/5/3 14:35,2018/5/3 12:32,--,--,--,科技频道-精品池
855,5.3,三星停产OLED电视是个错误：高端市场LG索尼得利,http://view.inews.qq.com/a/20180503A0R0WP00,,驱动之家,数码,中,3,中,2018/5/3 14:34,2018/5/3 14:06,--,--,--,科技频道-精品池
856,5.3,海尔智慧家庭全产业链生态解读：与百度合作，推语音助手,http://view.inews.qq.com/a/20180503A0RNJK00,,智东西,科技,中,3,中,2018/5/3 14:33,2018/5/3 14:19,--,--,--,科技频道-精品池
857,5.3,互联星梦推出“人类拯救计划”，这会是VR版“保卫萝卜”么？,http://view.inews.qq.com/a/20180503A0RDU900,,36氪,游戏,中,3,中,2018/5/3 14:33,2018/5/3 14:13,--,--,--,科技频道-精品池
858,5.3,重新竖起团购大旗的拼多多，会重演当年团购覆灭结局吗？,http://view.inews.qq.com/a/20180503A0RE8W00,1,钛媒体APP,科技,中,3,中,2018/5/3 14:15,2018/5/3 14:13,--,--,--,"股票频道-精品池,科技频道-精品池"
859,5.3,三星S9+对比华为P20 Pro 超高颜值尽收眼底,http://view.inews.qq.com/a/20180503A0RCQI00,,雷科技,数码,中,3,中,2018/5/3 14:17,2018/5/3 14:13,--,--,--,"数码频道-精品池,科技频道-精品池"
860,5.3,可能是史上最尴尬的财报会议：马斯克一句话，特斯拉崩了5%,http://view.inews.qq.com/a/20180503A0G3RM00,,36氪,科技,中,3,中,2018/5/3 14:21,2018/5/3 10:43,--,--,--,"科技频道-精品池,汕尾地方站-精品池"
861,5.3,王健林的东方好莱坞：三年前这里还是一片泥地,http://view.inews.qq.com/a/20180503A0RH9W00,,财经天下周刊,娱乐,中,3,中,2018/5/3 14:19,2018/5/3 14:15,--,--,--,"科技频道-精品池,财经频道-精品池"
862,5.3,支付宝推出“码商成长计划”，3年投入1万亿贷款支持近亿小商贩,http://view.inews.qq.com/a/20180503A0RUO800,,36氪,科技,中,3,中,2018/5/3 14:30,2018/5/3 14:22,--,--,--,科技频道-精品池
863,5.3,零售业的“末日幸存者”：这些技术和趋势，能让实体店再次繁荣,http://view.inews.qq.com/a/20180503A0RL8S00,,36氪,科技,中,3,中,2018/5/3 14:30,2018/5/3 14:17,--,--,--,科技频道-精品池
864,5.3,小米最新估值1000亿美元，投行人士称还会根据需求调整,http://view.inews.qq.com/a/TEC2018050303618200,,界面新闻,财经,高,3,中,2018/5/3 13:31,2018/5/3 13:28,--,--,--,"科技频道-精品池,汕头地方站-精品池"
865,5.3,透过50万观众 看到越来越像明星的主播冯提莫、陈一发儿们,http://view.inews.qq.com/a/20180503A07P5T00,,刺猬公社,娱乐,中,4,中,2018/5/3 8:15,2018/5/3 8:11,--,--,--,"科技频道-精品池,传媒频道-精品池"
866,5.3,马斯克：下一款新车Model Y将掀起“制造革命”,http://view.inews.qq.com/a/TEC2018050303068100,,腾讯科技,科技,高,3,中,2018/5/3 12:02,2018/5/3 10:40,--,--,--,"科技频道-精品池,Top频道-精品池"
867,5.3,中芯国际拟与国家集成电路基金等投资成立半导体产业基金,http://view.inews.qq.com/a/TEC2018050303551900,,腾讯科技,财经,高,3,中,2018/5/3 12:48,2018/5/3 12:48,--,--,--,"科技频道-精品池,Top频道-精品池"
868,5.3,港交所知情人士回应小米IPO，最快6月上市,http://view.inews.qq.com/a/TEC2018050303562400,,新京报,财经,高,3,中,2018/5/3 13:01,2018/5/3 12:56,--,--,--,科技频道-精品池
869,5.3,2亿用户单身 脸书趁机当“红娘”推“约会”服务,http://view.inews.qq.com/a/20180503V0LWPJ00,,,其他,中,3,中,2018/5/3 12:33,2018/5/3 12:09,--,--,--,科技频道-精品池
870,5.3,解读：小米究竟该值多少钱？,http://view.inews.qq.com/a/20180503A0CCTE00,1,pingwest中文网,科技,中,3,中,2018/5/3 9:54,2018/5/3 9:45,--,--,--,"财经频道-精品池,科技频道-精品池,股票频道-精品池,Top频道-精品池"
871,5.3,一文读懂小米招股书：硬件利润率不到5% 雷军占股31%,http://view.inews.qq.com/a/TEC2018050302934300,,腾讯科技,科技,高,3,中,2018/5/3 10:32,2018/5/3 10:21,--,--,--,"科技频道-精品池,Top频道-精品池"
872,5.3,借力外卖、游戏和网约车 谷歌地图提出变现计划,http://view.inews.qq.com/a/TEC2018050303090700,,BI中文站,科技,高,3,中,2018/5/3 10:44,2018/5/3 10:42,--,--,--,"科技频道-精品池,Top频道-精品池"
873,5.3,一线丨招股书说小米“亏损”439亿元，但实际上它是在赚钱,http://view.inews.qq.com/a/TEC2018050302908600,,腾讯《一线》,财经,高,3,中,2018/5/3 10:21,2018/5/3 10:17,--,--,--,"科技频道-精品池,Top频道-精品池"
874,5.3,小米投资孵化超210家公司 90多家专注智能硬件,http://view.inews.qq.com/a/TEC2018050302648600,,腾讯科技,科技,高,3,中,2018/5/3 9:52,2018/5/3 9:46,--,--,--,"科技频道-精品池,Top频道-精品池"
875,5.3,专业人士解读小米招股书：不能只从字面上去理解“负债”“亏损”,http://view.inews.qq.com/a/TEC2018050302798100,,36氪,财经,高,3,中,2018/5/3 10:06,2018/5/3 10:02,--,--,--,"科技频道-精品池,Top频道-精品池"
876,5.3,FB发布的Oculus Go一体机可能也救不了VR行业,http://view.inews.qq.com/a/20180503A06KV500,,钛媒体APP,科技,中,3,中,2018/5/3 7:48,2018/5/3 7:36,--,--,--,"科技频道-精品池,股票频道-精品池,传媒频道-精品池,数码频道-精品池"
877,5.3,小米招股书披露高管持股情况：CEO雷军持股31.41%,http://view.inews.qq.com/a/TEC2018050302465100,,腾讯科技,科技,高,3,中,2018/5/3 9:30,2018/5/3 9:29,--,--,--,"科技频道-精品池,汕头地方站-精品池,Top频道-精品池"
878,5.3,业绩预期令人失望 Spotify首份财报发布后暴跌近8%,http://view.inews.qq.com/a/TEC2018050302426700,,腾讯科技,科技,高,3,中,2018/5/3 9:27,2018/5/3 9:25,--,--,--,"科技频道-精品池,汕头地方站-精品池"
879,5.3,小米赴港递交IPO申请，雷军来赴与董小姐的10亿赌约,http://view.inews.qq.com/a/20180503A0A95Y00,,亿欧网,科技,中,3,中,2018/5/3 9:27,2018/5/3 9:10,--,--,--,"科技频道-精品池,汕头地方站-精品池"
880,5.3,雷军发布公开信：小米是谁 小米为什么而奋斗,http://view.inews.qq.com/a/TEC2018050302089600,,腾讯科技,科技,高,3,中,2018/5/3 8:55,2018/5/3 8:51,--,--,--,"科技频道-精品池,Top频道-精品池"
881,5.3,传媒业可从FB开发者大会看出哪些未来趋势？,http://view.inews.qq.com/a/20180503A08Y9M00,,全媒派,科技,中,3,中,2018/5/3 8:57,2018/5/3 8:47,--,--,--,"科技频道-精品池,传媒频道-精品池,Top频道-精品池"
882,5.3,一线丨小米招股书披露2017年业绩：营收1146亿元,http://view.inews.qq.com/a/TEC2018050302014800,,腾讯《一线》,科技,高,3,中,2018/5/3 9:05,2018/5/3 8:44,--,--,--,"科技频道-精品池,Top频道-精品池"
883,5.3,优必选融资8.2亿美元，全球估值最高AI创企是如何炼成的？,http://view.inews.qq.com/a/20180503A09HMS00,,智东西,科技,中,3,中,2018/5/3 9:03,2018/5/3 9:00,--,--,--,"科技频道-精品池,Top频道-精品池"
884,5.3,特斯拉创下单季最大营收，但马斯克一句话却让股价下跌4.7%,http://view.inews.qq.com/a/20180503A08QD700,,量子位,科技,中,3,中,2018/5/3 9:02,2018/5/3 8:41,--,--,--,科技频道-精品池
885,5.3,施乐CEO和多位董事迫于伊坎压力辞职 与富士胶片交易将再考量,http://view.inews.qq.com/a/TEC2018050301383200,,腾讯科技,科技,高,3,中,2018/5/3 7:50,2018/5/3 7:30,--,--,--,"科技频道-精品池,Top频道-精品池"
886,5.3,Hulu美国订阅达到2000万 一季度增长超Netflix,http://view.inews.qq.com/a/TEC2018050301395600,,腾讯科技,科技,高,3,中,2018/5/3 7:52,2018/5/3 7:32,--,--,--,"科技频道-精品池,Top频道-精品池"
887,5.3,苹果财报表明它对智能手机市场萎靡趋势的免疫力越来越强,http://view.inews.qq.com/a/TEC2018050301351200,,腾讯科技,科技,高,3,中,2018/5/3 7:53,2018/5/3 7:27,--,--,--,"科技频道-精品池,Top频道-精品池"
888,5.3,霍金的最后研究发表：有助研究平行宇宙,http://view.inews.qq.com/a/TEC2018050301725400,,腾讯科技,科学,高,3,中,2018/5/3 8:14,2018/5/3 8:10,--,--,--,"科技频道-精品池,Top频道-精品池"
889,5.3,我买网赴港上市进程如泥牛 入海垂直生鲜电商难逃宿命？,http://view.inews.qq.com/a/TEC2018050301677300,,证券日报,科技,中,4,中,2018/5/3 8:22,2018/5/3 8:05,--,--,--,"科技频道-精品池,Top频道-精品池"
890,5.3,大理造市：风花雪月的古城“新移民”与创业者的时代机会,http://view.inews.qq.com/a/20180503A023MP00,,三声,旅游,中,4,中,2018/5/3 6:52,2018/5/3 0:39,--,--,--,"电影频道-流量池,科技频道-精品池,Top频道-精品池"
891,5.3,巨头扎堆进场，智能音箱为何难见爆款？,http://view.inews.qq.com/a/20180503A08KHY00,1,腾讯创业,科技,中,4,中,2018/5/3 8:40,2018/5/3 8:37,--,--,--,"科技频道-精品池,Top频道-精品池"
892,5.3,武汉互联网创业爆发，但却没武汉投资机构什么事,http://view.inews.qq.com/a/20180502A1TNSU00,,猎云网,科技,高,4,中,2018/5/3 7:06,2018/5/3 6:30,--,--,--,科技频道-精品池
893,5.3,西安城墙上跳舞，这家中国无人机公司破了吉尼斯纪录,http://view.inews.qq.com/a/20180503A08Q9W00,,量子位,科技,中,3,中,2018/5/3 8:47,2018/5/3 8:41,--,--,--,科技频道-精品池
894,5.3,小米正式递交IPO申请文件 将成2014年以来全球最大IPO,http://view.inews.qq.com/a/TEC2018050301919700,,腾讯科技,科技,高,5,中,2018/5/3 8:35,2018/5/3 8:34,--,--,--,"科技频道-精品池,Top频道-精品池"
895,5.3,美交通安全监管机构怼特斯拉:并未评估Autopilot功效,http://view.inews.qq.com/a/TEC2018050301892700,,腾讯科技,科技,高,3,中,2018/5/3 8:32,2018/5/3 8:31,--,--,--,"科技频道-精品池,Top频道-精品池"
896,5.3,货架、无人便利店不等于新零售,http://view.inews.qq.com/a/20180503A08KSG00,1,腾讯创业,科技,中,4,中,2018/5/3 8:39,2018/5/3 8:37,--,--,--,"科技频道-精品池,Top频道-精品池"
897,5.3,AMD公司CEO苏姿丰：挖矿显卡收入已经占到了总收入的10％,http://view.inews.qq.com/a/20180503A01TH200,,驱动之家,数码,中,3,中,2018/5/3 7:08,2018/5/3 0:21,--,--,--,"数码频道-精品池,科技频道-精品池"
898,5.3,用机器人格斗做娱乐，它为此获近亿元融资,http://view.inews.qq.com/a/20180503A08K9700,,腾讯创业,科技,中,3,中,2018/5/3 8:38,2018/5/3 8:37,--,--,--,科技频道-精品池
899,5.3,成立128年，任天堂是如何做到持续创新的？,http://view.inews.qq.com/a/20180503A07LMM00,,猎云网,游戏,中,3,中,2018/5/3 8:38,2018/5/3 8:10,--,--,--,科技频道-精品池
900,5.3,B轮1.3亿元人民币，这家公司完成少儿编程领域单笔最大额融资,http://view.inews.qq.com/a/20180503A07E8A00,,36氪,教育,中,3,中,2018/5/3 8:36,2018/5/3 8:07,--,--,--,科技频道-精品池
901,5.3,寻找中国制造的创新指数：来自华帝的启示,http://view.inews.qq.com/a/20180503A00R4M00,,秦朔朋友圈,财经,中,3,中,2018/5/3 8:35,2018/5/3 0:10,--,--,--,科技频道-精品池
902,5.3,泰合资本郭如意: 2018年资本洗牌、屯粮续命，拥抱融合,http://view.inews.qq.com/a/20180503A005AO00,,文娱情报站,财经,中,3,中,2018/5/3 8:33,2018/5/3 0:04,--,--,--,科技频道-精品池
903,5.3,韩国政府：李健熙已经无回三星的可能,http://view.inews.qq.com/a/20180503A008OZ00,,pingwest中文网,时政,中,3,中,2018/5/3 8:31,2018/5/3 0:05,--,--,--,科技频道-精品池
904,5.3,一本《三体》打天下，深挖雷军、马化腾、扎克伯格的战略思想来源,http://view.inews.qq.com/a/20180503A087AY00,,中国企业家,科学,中,4,中,2018/5/3 8:29,2018/5/3 8:27,--,--,--,科技频道-精品池
905,5.3,区块链技术，真的能拯救死水一样平静的供应链金融吗？,http://view.inews.qq.com/a/20180502A1FWDB00,1,Bianews,科技,中,3,中,2018/5/3 8:25,2018/5/2 19:47,--,--,--,科技频道-精品池
906,5.3,小扎膨胀了？抛弃灰T恤穿725美元毛衣 天价安保费买房不手软,http://view.inews.qq.com/a/20180503A06QZH00,,数码巴哥菌,科技,中,3,中,2018/5/3 7:52,2018/5/3 7:41,--,--,--,"数码频道-精品池,科技频道-精品池"
907,5.3,北京多地启用共享单车电子围栏 通州将实现入栏结算,http://view.inews.qq.com/a/TEC2018050301688600,,新京报,社会,中,3,中,2018/5/3 8:21,2018/5/3 8:07,--,--,--,科技频道-精品池
908,5.3,今年Q1全球手机销量排行榜：三星依然是老大 中国品牌占7席,http://view.inews.qq.com/a/20180503A05AST00,,数码巴哥菌,数码,中,3,中,2018/5/3 7:12,2018/5/3 6:50,--,--,--,"科技频道-精品池,数码频道-精品池,Top频道-精品池"
909,5.3,机器学习创企有最不可碰的九大陷阱,http://view.inews.qq.com/a/20180503A069XH00,,猎云网,科技,中,3,中,2018/5/3 8:19,2018/5/3 7:21,--,--,--,科技频道-精品池
910,5.3,AI手机扎堆出炉 能否“拯救”滞涨市场,http://view.inews.qq.com/a/TEC2018050301580500,,第一财经日报,科技,中,4,中,2018/5/3 8:04,2018/5/3 7:54,--,--,--,"科技频道-精品池,数码频道-精品池,Top频道-精品池"
